iter	RMSE
832	0.02854588833
833	0.0285139463
834	0.02848003988
835	0.02842657797
836	0.02839271712
837	0.02836498121
838	0.0283258156
839	0.0282460806
840	0.0282291419
841	0.02821276308
842	0.02816275111
843	0.02811290807
844	0.02809301529
845	0.02808998786
846	0.0280665469
847	0.02802367016
848	0.02797567343
849	0.02795199036
850	0.02793210424
851	0.0279159914
852	0.02787681221
853	0.02787415245
854	0.02785929032
855	0.02781054048
856	0.02776981771
857	0.02770814075
858	0.0276673796
859	0.02762445065
860	0.02758393823
861	0.02758046757
862	0.02757856511
863	0.0275461103
864	0.027502903
865	0.02746533307
866	0.02743114912
867	0.02742837756
868	0.02739565662
869	0.02734455837
870	0.02730129196
871	0.0272862345
872	0.02725808499
873	0.02725602539
874	0.02719099756
875	0.02714879756
876	0.02710210507
877	0.02709896246
878	0.02704097045
879	0.02702519954
880	0.02698541875
881	0.02693836508
882	0.0268730172
883	0.02687130023
884	0.02686841035
885	0.02683340799
886	0.02678428644
887	0.02672572753
888	0.02667357283
889	0.02667159542
890	0.0266340329
891	0.0266107088
892	0.0265589611
893	0.02651127545
894	0.0264794978
895	0.02643399591
896	0.02641048603
897	0.02639677723
898	0.02632591206
899	0.02628619075
900	0.02621629501
901	0.02619563933
902	0.02612791049
903	0.02610741988
904	0.02607617368
905	0.02606230952
906	0.02603761776
907	0.02599788142
908	0.02597786509
909	0.0259756299
910	0.02594340835
911	0.02590293772
912	0.02586623193
913	0.02583819874
914	0.02583633164
915	0.02582719729
916	0.02578137789
917	0.02576367172
918	0.02570308673
919	0.02566335438
920	0.02566121217
921	0.02562491356
922	0.02559357316
923	0.0255334175
924	0.02548700767
925	0.02548528007
926	0.02546641947
927	0.0254080411
928	0.02537732546
929	0.02535403998
930	0.02533651054
931	0.02529027332
932	0.025234998
933	0.02519789289
934	0.02518506884
935	0.02517901441
936	0.02512446704
937	0.02509177464
938	0.02504954541
939	0.02499243613
940	0.02496604515
941	0.02494028564
942	0.02489717836
943	0.02484243715
944	0.02481464476
945	0.02475745573
946	0.02474136193
947	0.02470373875
948	0.02469888494
949	0.02467650914
950	0.02463986985
951	0.02461016659
952	0.02458728993
953	0.02457920729
954	0.0245423571
955	0.02450407641
956	0.02447203305
957	0.02442211511
958	0.02437941588
959	0.02435129954
960	0.02430406598
961	0.02427324961
962	0.02423942888
963	0.02420405513
964	0.02414884282
965	0.02411890363
966	0.02408301495
967	0.02408059056
968	0.02406858392
969	0.02401964996
970	0.02397326696
971	0.02393456438
972	0.02390497528
973	0.02388021586
974	0.02384890349
975	0.02384612122
976	0.02381039377
977	0.02377226251
978	0.02377064527
979	0.02373808569
980	0.02371428347
981	0.02367464356
982	0.02364500579
983	0.02360645711
984	0.02354679823
985	0.02348667221
986	0.02342458254
987	0.02336420373
988	0.0233274922
989	0.02331769826
990	0.02328455164
991	0.02322764579
992	0.02321786023
993	0.02319416935
994	0.02318357995
995	0.02313495714
996	0.02309132222
997	0.0230563624
998	0.02303415161
999	0.02299343398
